OBJECTID,name,lat,lon,wd_mon_mn,wd_mon_af,wd_mon_ev,wd_mon_nh,wd_tue_mn,wd_tue_af,wd_tue_ev,wd_tue_nh,wd_wed_mn,wd_wed_af,wd_wed_ev,wd_wed_nh,wd_thu_mn,wd_thu_af,wd_thu_ev,wd_thu_nh,wd_fri_mn,wd_fri_af,wd_fri_ev,wd_fri_nh,ss_sat_2h,ss_sat_4h,ss_sat_6h,ss_sat_8h,ss_sat_10h,ss_sat_12h,ss_sat_14h,ss_sat_16h,ss_sat_18h,ss_sat_20h,ss_sat_22h,ss_sat_24h,ss_sun_2h,ss_sun_4h,ss_sun_6h,ss_sun_8h,ss_sun_10h,ss_sun_12h,ss_sun_14h,ss_sun_16h,ss_sun_18h,ss_sun_20h,ss_sun_22h,ss_sun_24h,type,healthy
932,The Coffee Bean and Tea Leaf - Hougang Mall,1.3726467,103.8940101,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
933,Rong Yuan Coffeeshop,1.3753084,103.9007062,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1.5,2,2,2,2,2,2,2,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
934,Greenwich Food Centre,1.3674893,103.9086351,4,5,4,1,4,5,4,1,4,5,4,1,4,5,4,1,4,5,4,1,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,coffeeshop,1
935,Lao K Delights,1.348861,103.933336,0,0,0,0,4,5,3,0.5,4,5,3,0.5,4,5,3,0.5,4,5,3,0.5,0,0,0,1.5,2,2,2,2,2,1,0,0,0,0,0,1.5,2,2,2,2,2,1,0,0,coffeeshop,1
936,Broadway Coffeeshop,1.3641955,103.9375037,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,coffeeshop,1
937,Face Ban Mian,1.3598079,103.934219,1.5,5,5.5,0,1.5,5,5.5,0,1.5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,2,2,1.5,0,0,0,0,0,0.5,2,2,2,2,2,1.5,0,coffeeshop,1
938,Kimly Coffeeshop,1.3598079,103.934219,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
939,Fusion Express,1.352108,103.936474,0,4.5,5.75,0,0,4.5,5.75,0,0,4.5,5.75,0,0,4.5,5.75,0,0,4.5,5.75,0,0,0,0,0,0,0.5,2,2,2,2,1.75,0,0,0,0,0,0,0.5,2,2,2,2,1.75,0,coffeeshop,1
940,Old Street 60?s Signature Noodle,1.3491401,103.9353321,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,coffeeshop,1
941,Warong Hajjah Mariah,1.3519563,103.9364691,3.75,5,0.5,0,3.75,5,0.5,0,3.75,5,0.5,0,3.75,5,0.5,0,3.75,5,0.5,0,0,0,0,0.75,2,2,2,2,0.5,0,0,0,0,0,0,0.75,2,2,2,2,0.5,0,0,0,coffeeshop,1
942,Food Park,1.3487667,103.9336903,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
943,509 Food Court,1.3490969,103.9352151,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,0,2,2,2,2,2,2,2,2,1.5,0,0,0,2,2,2,2,2,2,2,2,1.5,coffeeshop,1
944,Toast Box,1.3529161,103.9447592,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,0,0,0,0.5,2,2,2,2,2,2,1.5,0,0,0,0,0.5,2,2,2,2,2,2,1.5,0,coffeeshop,1
945,419 Coffeeshop (419 F&B Pte Ltd),1.3582785,103.9468874,4,5,6,2,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
946,Wu Fu Coffeeshop,1.3582139,103.9458845,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,0,2,2,2,2,2,2,2,2,1.5,0,0,0,2,2,2,2,2,2,2,2,1.5,coffeeshop,1
947,Toast Box,1.354212,103.9450352,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,0,0,0,0.5,2,2,2,2,2,2,1.5,0,0,0,0,0.5,2,2,2,2,2,2,1.5,0,coffeeshop,1
948,Starbucks,1.3520234,103.9443383,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,1.5,0,0,0,0,0,0.5,2,2,0,0,0,0,0,0,0,0,0,0.5,2,2,2,2,2,2,2,0,coffeeshop,1
949,Starbucks,1.3539289,103.9410821,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,coffeeshop,1
950,Al-Malmoon,1.3558332,103.9459133,2,5,4,0,2,5,4,0,2,5,4,0,2,5,4,0,2,5,4,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,1,2,2,2,2,2,0,0,coffeeshop,1
951,Ah Khoo Kopi Toast,1.353599,103.9405845,4,5,4.5,0,4,5,4.5,0,4,5,4.5,0,4,5,4.5,0,4,5,4.5,0,0,0,0,1,2,2,2,2,2,2,0.5,0,0,0,0,1,2,2,2,2,2,2,0.5,0,coffeeshop,1
952,Rocky Master @ Tampines Grande,1.3557014,103.941384,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,0,0,0,0,1.5,2,2,2,2,2,0,0,0,0,0,0,1.5,2,2,2,2,2,0,0,coffeeshop,1
953,Get Together Coffee Shop - ????,1.3610501,103.9401506,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
954,Koufu Tampines Interchange,1.3540435,103.9451433,4,5,5.5,1,4,5,5.5,1,4,5,5.5,1,4,5,5.5,1,4,5,5.5,1,0,0,0,2,2,2,2,2,2,2,1.5,0,0,0,0,2,2,2,2,2,2,2,1.5,0,coffeeshop,1
955,Grains & Hops - Tampines,1.3629191,103.9557886,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,1.5,2,2,2,2,2,2,2,1.5,0,0,0,1.5,2,2,2,2,2,2,2,1.5,coffeeshop,1
956,Toast Box,1.3664053,103.9644344,3,5,0,0,3,5,0,0,3,5,0,0,3,5,0,0,3,5,0,0,0,0,0,0,2,2,2,2,1.5,0,0,0,0,0,0,0,2,2,2,2,1.5,0,0,0,coffeeshop,1
957,Food Loft,1.3606628,103.9531703,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
958,Happy Hawkers,1.3615248,103.953028,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
959,Chang Cheng Mee Wah,1.3528379,103.9529746,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
960,Henly Huat Coffeeshop,1.3608942,103.9523012,4,5,1,2,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,0,0,1,2,2,2,2,2,2,2,2,0.5,0,0,1,2,2,2,2,2,2,2,2,0.5,coffeeshop,1
961,Shifu ??,1.3579378,103.9504992,4,5,6,1.5,4,5,6,1,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,0,0,0,2,2,2,2,2,2,2,2,0.5,0,0,0,2,2,2,2,2,2,2,2,0.5,coffeeshop,1
962,Le Cafe,1.3586422,103.9693864,0,4.5,5,0,0,4.5,5,0,0,4.5,5,0,0,4.5,5,0,0,4.5,5,0,0,0,0,0,0,0.5,2,2,2,2,1,0,0,0,0,0,0,0.5,2,2,2,2,1,0,coffeeshop,1
963,KPT CoffeeShop Pasir Ris,1.3692835,103.9587431,3,5,5.5,0,0,0,0,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,coffeeshop,1
964,Killiney @ Downtown East,1.377617,103.9550951,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,0,coffeeshop,1
965,Fun Toast,1.3607837,103.989812,3.25,5,5,0,3.25,5,5,0,3.25,5,5,0,3.25,5,5,0,3.25,5,5.5,0,0,0,0,0.25,2,2,2,2,2,2,1.5,0,0,0,0,0.25,2,2,2,2,2,2,1,0,coffeeshop,1
966,Starbucks,1.3574787,103.9873759,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
967,Hoshino Coffee @ Jewel Changi Airport,1.3599964,103.9894872,0,5,5.5,0,0,5,5.5,0,0,5,5.5,0,0,5,5.5,0,0,5,5.5,0,0,0,0,0,0,1,2,2,2,2,1.5,0,0,0,0,0,0,1,2,2,2,2,1.5,0,coffeeshop,1
968,Caffe Ritazza,1.363267,103.989198,3.5,5,5.5,0,3.5,5,5.5,0,3.5,5,5.5,0,3.5,5,5.5,0,3.5,5,5.5,0,0,0,0,0.5,2,2,2,2,2,2,1.5,0,0,0,0,0.5,2,2,2,2,2,2,1.5,0,coffeeshop,1
969,The Backyard Bakers (Jewel Singapore),1.3601053,103.9898662,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,0,0,0,0,0,2,2,2,2,2,1.5,0,0,0,0,0,0,2,2,2,2,2,1.5,0,coffeeshop,1
970,Pret A Manger (Terminal 3),1.3573202,103.9862622,0,1,6,2.5,0,1,6,2.5,0,1,6,2.5,0,1,6,2.5,0,1,6,2.5,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,coffeeshop,1
971,% Arabica Jewel Changi Airport,1.3603912,103.989642,0,5,4,0,0,5,4,0,0,5,4,0,0,5,4,0,0,5,5,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,0,0,coffeeshop,1
972,Heavenly Wang @ Changi Airport Terminal 3 Arrival Hall,1.3555805,103.9861962,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
973,Ya Kun Family Cafe,1.3566264,103.9863923,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,0,0,0,0.5,2,2,2,2,2,2,2,0,0,0,0,0.5,2,2,2,2,2,2,1,0,coffeeshop,1
974,Starbucks,1.356224,103.9894319,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,0,0,0,1.5,2,2,2,2,2,2,2,1,0,0,0,1.5,2,2,2,2,2,2,2,1,coffeeshop,1
975,Starbucks,1.3617191,103.9913711,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
976,Chock Full Of Beans,1.3894362,103.9873666,0,0,0,0,0,4,4.5,0,0,4,4.5,0,0,4,4.5,0,0,4,6,0,0,0,0,0,0.5,2,2,2,2,2,2,0,0,0,0,0,0.5,2,2,2,2,2,0.5,0,coffeeshop,1
977,Flash Coffee,1.3852086,103.7449371,1,5,5,0,1,5,5,0,1,5,5,0,1,5,5,0,1,5,5,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,2,2,2,2,2,1,0,coffeeshop,1
978,Coffee & Chirashi,1.3776945,103.7394225,0,4.5,4.5,0,0,4.5,4.5,0,0,4.5,4.5,0,0,4.5,4.5,0,0,4.5,4.5,0,0,0,0,0,0,0.5,2,2,2,2,0.5,0,0,0,0,0,0,0.5,2,2,2,2,0.5,0,coffeeshop,1
979,Kimly Coffee Shop (429A Choa Chu Kang),1.3831089,103.7405553,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
980,Opah Corner,1.3780266,103.7389881,4,4,0,0.5,4,4,0,0.5,4,4,0,0.5,4,4,0,0.5,4,4,0,0.5,0,0,0,1.5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
981,Abang Teh Tarik,1.3780266,103.7389881,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,0,coffeeshop,1
982,The Coffee Bean & Tea Leaf - Lot One,1.3850787,103.7451371,3.5,5,6,1.5,3.5,5,6,1.5,3.5,5,6,1.5,3.5,5,6,1.5,3.5,5,6,1.5,0,0,0,0.5,2,2,2,2,2,2,2,1.5,0,0,0,0.5,2,2,2,2,2,2,2,1.5,coffeeshop,1
983,Starbucks,1.3842082,103.7447262,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0.5,2,2,2,2,2,2,2,0,coffeeshop,1
984,Fu Chan Coffee Shop,1.3815154,103.7522941,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
985,CHANG CHENG Mee Wah,1.378061,103.7487537,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,0,0,0,2,2,2,2,2,2,2,2,1.5,0,0,0,2,2,2,2,2,2,2,2,1.5,coffeeshop,1
986,The Coffee Bean & Tea Leaf - YewTee Point,1.3967842,103.7468828,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
987,Badaling,1.3811364,103.752279,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1,2,2,2,2,2,2,2,1,0,0,0,1,2,2,2,2,2,2,2,1,coffeeshop,1
988,Bean House,1.3780266,103.7389881,0,0,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,coffeeshop,1
989,Chin Bee F&B,1.3802392,103.7534756,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,4,5,6,2.5,0,0,1,2,2,2,2,2,2,2,2,0.5,0,0,1,2,2,2,2,2,2,2,2,0.5,coffeeshop,1
990,Good News Cafe @ BPGHS,1.3817042,103.7387973,2,5,1.5,0,2,5,1.5,0,2,5,1.5,0,2,5,1.5,0,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
991,Blk395 Food House Beverages,1.3643919,103.7520702,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1,2,2,2,2,2,2,2,1,0,0,0,1,2,2,2,2,2,2,2,1,coffeeshop,1
992,Rice Garden,1.3807,103.7526905,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,coffeeshop,1
993,L&M Food Hub,1.3635201,103.7466226,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,coffeeshop,1
994,Ho Kee Noodle Shop,1.3635396,103.7513698,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1.5,2,2,2,2,2,2,2,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
995,Tiong Wah Restaurant,1.3784114,103.7546976,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,1,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,1,coffeeshop,1
996,Chin Sin Eating House,1.3803544,103.7534492,4,5,6,2.75,4,5,6,2.75,4,5,6,2.75,4,5,6,2.75,4,5,6,2.75,0,0,1,2,2,2,2,2,2,2,2,0.75,0,0,1,2,2,2,2,2,2,2,2,0.75,coffeeshop,1
997,Hawker Center Local Coffeeshop,1.3788028,103.768585,4,5,5,1,4,5,5,1,4,5,5,1,4,5,5,1,4,5,5,1,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,0,coffeeshop,1
998,Starbucks,1.38019,103.7642048,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,coffeeshop,1
999,Fun Toast,1.3800671,103.7604874,3.75,5,2.75,0,3.75,5,2.75,0,3.75,5,2.75,0,3.75,5,2.75,0,3.75,5,2.75,0,0,0,0,0.75,2,2,2,2,2,0.75,0,0,0,0,0,0.75,2,2,2,2,2,0.75,0,0,coffeeshop,1
1000,Heavenly Wang @ Bukit Panjang Plaza,1.3799623,103.7643089,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,0,0,0,0.5,2,2,2,2,2,2,2,0,0,0,0,0.5,2,2,2,2,2,2,2,0,coffeeshop,1
1001,Starbucks,1.3781712,103.7628889,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,0,0,0,0.5,2,2,2,2,2,2,2,0,0,0,0,0.5,2,2,2,2,2,2,2,0,coffeeshop,1
1002,Chean Heng Eating House,1.3771457,103.7679018,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
1003,belle-ville Pancake Cafe,1.3782929,103.7632007,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,0,0,0,0,0,2,2,2,2,2,1.5,0,0,0,0,0,0,2,2,2,2,2,1.5,0,coffeeshop,1
1004,????????,1.3732979,103.7631675,4,5,1,0,4,5,1,0,4,5,1,0,4,5,1,0,4,5,1,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,coffeeshop,1
1005,Zhen Zhong Xia Mian Jia,1.3784903,103.7731815,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
1006,Wan Ji Jia SA,1.3784903,103.7731815,4,5,5.5,0,4,5,5.5,0,4,5,5.5,0,4,5,5.5,0,4,5,5.5,0,0,0,0,1,2,2,2,2,2,2,1.5,0,0,0,0,1,2,2,2,2,2,2,1.5,0,coffeeshop,1
1007,Duck mee - bukit panjang,1.3786119,103.772743,0,0,0,0,4,3,0,1,4,3,0,1,4,3,0,1,4,3,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,coffeeshop,1
1008,Zheng Hua 257 Coffee Shop,1.3782252,103.7731419,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
1009,De Tian Coffeeshop,1.3773085,103.7730453,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,1,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,1,coffeeshop,1
1010,?????,1.3764832,103.7704326,4,5,6,1,0,0,0,0,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,coffeeshop,1
1011,Zheng Yuan Tea House,1.3772501,103.7731167,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1.5,2,2,2,2,2,2,2,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
1012,Teo guan teochew noodle house,1.3786961,103.7734331,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
1013,Economic Bee Hoon,1.3771508,103.7732506,4,5,5.5,0,4,5,5.5,0,4,5,5.5,0,4,5,5.5,0,4,5,5.5,0,0,0,0,1,2,2,2,2,2,2,1.5,0,0,0,0,1,2,2,2,2,2,2,1.5,0,coffeeshop,1
1014,Kimly Seafood,1.3784903,103.7731815,1,5,6,1,1,5,6,1,1,5,6,1,1,5,6,1,1,5,6,1,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,1,2,2,2,2,2,1,coffeeshop,1
1015,Kim San Leng Food Centre Bukit Panjang,1.3770278,103.773481,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
1016,Fuyuan Canshi ????,1.3771913,103.7735617,4,5,4.5,0,4,5,4.5,0,4,5,4.5,0,4,5,4.5,0,4,5,4.5,0,0,0,0,1,2,2,2,2,2,2,0.5,0,0,0,0,1,2,2,2,2,2,2,0.5,0,coffeeshop,1
1017,Mahan Nasi Padang,1.3773085,103.7730453,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,1,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,1,coffeeshop,1
1018,Coffee Sense,1.3769313,103.8369752,3,5,4.5,0,3.5,5,5,0,3,5,4.5,0,3,5,4.5,0,3.5,5,5.5,0,0,0,0,0,2,2,2,2,2,2,0.5,0,0,0,0,0,2,2,2,2,2,2,0.5,0,coffeeshop,1
1019,AMK 603 Coffee Shop,1.3804319,103.8360092,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
1020,AMK 631 Coffee shop,1.3795079,103.8403383,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,coffeeshop,1
1021,Cava Singapore,1.3732162,103.8301171,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,coffeeshop,1
1022,Food Loft @ 107,1.3713854,103.8374614,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,0,0,0,2,2,2,2,2,2,2,2,0.5,0,0,0,2,2,2,2,2,2,2,2,0.5,coffeeshop,1
1023,Oh Tian Tee,1.3769179,103.8369188,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,coffeeshop,1
1024,Yong Sheng Cafe Pte Ltd,1.374781,103.8390189,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,coffeeshop,1
1025,Brew & Co.,1.3716087,103.8458835,2,5,1,0,2,5,1,0,2,5,1,0,2,5,1,0,2,5,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,coffeeshop,1
1026,Broadway Coffeeshop,1.3731571,103.8460223,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,0,0,0,1.5,2,2,2,2,2,2,2,1,0,0,0,1.5,2,2,2,2,2,2,2,1,coffeeshop,1
1027,Fortune Coffee,1.3702215,103.8437705,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,coffeeshop,1
1028,Seng Hup Heng Coffee Shop,1.380976,103.8407372,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
1029,Jin Guang Coffee Shop,1.3767808,103.8409871,0.5,3.5,5.5,0.5,0.5,3.5,5.5,0.5,0.5,3.5,5.5,0.5,0.5,3.5,5.5,0.5,0.5,3.5,5.5,0.5,0,0,0,0,0,1.5,2,0,1.5,2,2,0,0,0,0,0,0,1.5,2,0,1.5,2,2,0.5,coffeeshop,1
1030,Chay Guan Coffee Shop,1.3702295,103.843312,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
1031,?? De Tian Coffee Shop,1.3796156,103.840339,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
1032,Boon Hwa Coffee Stall,1.3803646,103.8387898,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,coffeeshop,1
1033,BGain 630 Eating House,1.3805796,103.8410669,4,5,6,1,4,5,6,1,4,5,6,1.5,4,5,6,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,coffeeshop,1
1034,AM:PM CAFE,1.3727932,103.8558016,0,4.25,6,0.5,0,4.25,6,0.5,0,4.25,6,0.5,0,4.25,6,0.5,0,4.25,6,2,0,0,0,0,0,0.25,2,2,2,2,2,2,0,0,0,0,0,0.25,2,2,2,2,2,0.5,coffeeshop,1
